Geneid	Chr	Start	End	Strand	Length	Bas.1	Bas.2	Bas.3	Ferro.3	Gad.1	Gad.2	Gad.3	LaCl.1	LaCl.2	LaCl.3	LaOx.1	LaOx.2	LaOx.3	LaP.1	LaP.2	LaP.3	Lop.1	Lop.2	Lop.3	MinLaCl.1	MinLaCl.2	MinLaCl.3	Mon.1	Mon.2	Mon.3	Xen.1	Xen.2	Xen.3
RHAL1_01675	RHAL1_chromosome	1699124	1700131	+	1008	8236	3501	5072	5389	3934	3787	6103	5598	5221	4006	6317	5432	4903	9760	3550	10536	5570	4930	5279	2880	4277	4110	6176	6697	6374	3746	5195	7676
RHAL1_01676	RHAL1_chromosome	1700137	1701696	+	1560	4617	2224	3043	4549	2695	2470	3705	3817	3646	3306	4568	3690	3836	6257	2429	7316	3936	3833	3275	1923	2891	2650	3921	4321	3683	2321	3478	4876
RHAL1_01677	RHAL1_chromosome	1701872	1703323	-	1452	4495	3070	4862	3823	2917	2765	4087	3847	3861	3527	4426	3516	2680	3781	1514	4429	5958	4943	4552	2518	3651	4198	2547	2619	2676	2193	2973	4090
RHAL1_01678	RHAL1_chromosome	1703450	1704391	+	942	2309	1821	1991	1249	1339	984	1623	2078	1528	1441	2110	1631	1273	1186	454	1799	3305	2992	2687	825	1299	1480	977	700	724	511	617	904
RHAL1_01679	RHAL1_chromosome	1704463	1704861	+	399	1994	564	938	1274	1381	1380	2097	2096	2512	2404	3197	2231	2889	5502	2053	7196	1495	1246	1319	1951	2441	1842	5131	3655	3116	624	886	1163
RHAL1_01680	RHAL1_chromosome	1705118	1705483	+	366	7512	3944	4941	6407	3945	3937	6117	4498	4860	4032	5021	4568	3478	6708	2537	7788	5060	4922	4519	2918	4388	3819	5347	7627	6140	5159	8891	11705
RHAL1_01681	RHAL1_chromosome	1705474	1706046	+	573	10476	4201	5700	9778	6304	6165	9969	6338	6202	4721	9051	7066	5304	11938	4660	13003	6969	6524	6488	4715	6948	5597	9480	11090	9006	6015	10153	15053
RHAL1_01682	RHAL1_chromosome	1706068	1706682	+	615	5681	1814	2658	6649	3201	3369	5288	3371	3166	2080	4337	3693	2904	5451	2024	6046	2569	2281	2448	2294	2902	2488	4759	5315	4539	2699	4723	6978
RHAL1_01683	RHAL1_chromosome	1706679	1707218	+	540	4378	1359	2014	6277	2398	2248	3960	2394	2450	1950	3546	2886	2258	5255	1932	5570	2007	1892	1929	1908	2484	2104	4125	4488	4118	2922	4733	7158
RHAL1_01684	RHAL1_chromosome	1707215	1708441	+	1227	12795	4102	5690	14992	6737	6717	10725	6595	6421	5447	9964	8249	6528	12133	4476	14202	5342	5361	5269	5251	6415	5393	10210	11008	9729	5631	9712	14376
RHAL1_01685	RHAL1_chromosome	1708618	1709145	+	528	4856	1334	1941	4131	2530	2483	4174	2878	2279	2098	3780	3260	2330	4557	1659	5231	1942	2182	1966	1720	2399	2060	3630	3716	3376	2092	3108	4570
RHAL1_01686	RHAL1_chromosome	1709261	1710055	+	795	8052	2891	5491	6630	4118	4114	6577	7465	6221	5690	9570	7624	4677	8973	3229	12437	6839	6789	5825	4975	6149	6138	8525	8045	7192	2839	5865	8238
RHAL1_01687	RHAL1_chromosome	1710060	1711370	+	1311	13242	4282	5411	10973	7737	7261	11073	11298	9950	7604	14826	12014	8250	13920	5516	16421	6721	7363	7128	6127	8102	7080	11865	12367	11003	6173	9750	14437
RHAL1_01688	RHAL1_chromosome	1711590	1713620	+	2031	11415	3942	4601	7406	6878	6523	9834	9878	7771	6739	12849	10297	7094	10351	4450	13435	7190	6809	6955	5513	7151	6128	10143	8955	9096	4271	6880	9355
RHAL1_01689	RHAL1_chromosome	1713625	1714641	+	1017	13081	4953	6032	10558	5954	6182	8887	9792	8539	6670	13197	11466	7465	11323	4296	13384	5551	6645	6194	5037	6570	5986	10111	10694	9911	5183	9909	14008
RHAL1_01690	RHAL1_chromosome	1714673	1715161	+	489	5818	2101	2587	6704	3682	3417	5414	4622	4319	3817	6928	5958	3436	5636	2252	6907	2834	3102	2763	2164	3051	2807	4186	4355	4217	3105	5416	7592
RHAL1_01691	RHAL1_chromosome	1715158	1715796	+	639	5719	2059	2523	3932	3173	3148	4465	5158	4316	3574	7317	5632	3688	5051	1890	6099	3287	3531	3375	2406	3819	3331	4288	4272	4174	2252	3417	5072
RHAL1_01692	RHAL1_chromosome	1715793	1716098	+	306	3745	1866	3699	5099	1875	1949	2791	5443	6780	5513	6503	5704	3060	4241	1664	5706	4471	4170	3589	3474	4166	4892	3497	3628	3816	4034	5753	7583
RHAL1_01693	RHAL1_chromosome	1716106	1718211	+	2106	28091	12464	16069	26496	15190	14799	21473	21055	19718	17552	32546	27648	16298	25789	9906	30522	17943	18053	16631	11247	15435	14488	19504	21288	19252	12920	22279	30828
RHAL1_01694	RHAL1_chromosome	1718387	1720033	+	1647	19788	9359	11825	16265	9634	8783	13183	14211	12703	11152	19820	17439	10954	16599	6419	19175	11293	11695	10999	6703	9390	9479	12876	13440	12903	8002	13342	18985
RHAL1_01695	RHAL1_chromosome	1720030	1721511	+	1482	15615	7933	9383	11165	8197	8015	11339	14117	12842	10588	18479	15624	10206	15262	5890	18227	9764	10393	9820	6517	9334	8597	12937	12667	11114	5529	9808	14306
RHAL1_01696	RHAL1_chromosome	1721699	1722460	+	762	675	243	362	507	344	313	471	445	367	277	559	531	366	572	187	821	503	444	453	216	431	344	511	391	362	260	321	516
RHAL1_01697	RHAL1_chromosome	1722518	1724188	+	1671	22318	20131	23621	21871	12767	10134	15323	19728	22298	17365	19520	17292	13723	10192	3968	13163	24036	22189	22471	6845	12940	11583	8707	8660	7871	5541	8137	11287
RHAL1_01698	RHAL1_chromosome	1724312	1724713	+	402	1679	1373	1814	1540	1165	871	1540	1448	1566	1482	1671	1455	1245	1160	548	1739	2266	1722	1816	607	953	810	981	965	876	458	727	826
RHAL1_01699	RHAL1_chromosome	1724724	1725218	-	495	434	204	271	304	259	247	303	401	291	276	415	278	333	619	145	709	449	399	426	236	303	269	361	336	266	191	244	366
RHAL1_01700	RHAL1_chromosome	1725228	1726301	+	1074	734	335	309	805	569	472	721	552	699	736	703	429	503	559	209	769	733	570	565	329	403	385	430	381	307	248	295	380
RHAL1_01701	RHAL1_chromosome	1726298	1726888	-	591	20573	11024	10956	10634	12549	10291	15463	24186	29359	28162	22956	16529	19076	14664	6523	22592	22399	19247	21085	9266	15341	13846	11066	7481	8719	6546	7516	10840
RHAL1_01702	RHAL1_chromosome	1727222	1728952	+	1731	7751	1423	2800	7152	4721	4774	6322	6418	7010	6169	7918	5601	10636	22267	7129	28220	3269	3175	3413	3347	5010	4029	14447	14941	10774	3143	3942	4811
RHAL1_01703	RHAL1_chromosome	1728939	1729781	+	843	3017	638	1017	4861	2359	2272	3400	3227	4681	4468	4341	3217	5086	9757	3215	13133	1808	1645	1875	1651	2094	1985	6496	6006	4159	1228	1571	2128
RHAL1_01704	RHAL1_chromosome	1729880	1730047	+	168	2187	953	1298	1761	1205	1115	1795	1778	2152	1751	1926	1665	1828	3549	1300	4682	1827	1691	1742	661	1248	1221	2232	2190	1820	1039	1227	2011
RHAL1_01705	RHAL1_chromosome	1730188	1730865	+	678	962	345	481	746	511	552	662	546	532	540	546	428	670	1095	428	1246	563	526	507	232	398	350	602	708	529	400	558	841
RHAL1_01706	RHAL1_chromosome	1730897	1731868	-	972	4482	1542	3163	3286	2980	3076	4276	3754	3885	3468	6082	4678	3900	8495	2772	10379	2319	2442	2422	3138	4301	3008	6921	7204	5294	1403	2443	3167
RHAL1_01707	RHAL1_chromosome	1731852	1734179	-	2328	4817	2359	3199	2650	2861	3132	4732	3480	3069	3044	5115	3629	3921	6123	2524	7969	3564	3284	3302	2452	3473	2712	4679	4605	3691	1917	2785	3795
RHAL1_01708	RHAL1_chromosome	1734499	1735107	+	609	4929	4938	6660	2190	2344	1730	2573	7200	12905	12851	6273	5448	14236	19716	8820	25897	10821	9213	8919	3286	6892	6178	5306	5334	5252	1438	2120	2880
RHAL1_01709	RHAL1_chromosome	1735225	1736508	+	1284	1544	1127	1777	1989	927	744	1330	1944	3106	2871	1737	1456	3514	5879	2364	7338	1806	1633	1857	880	1516	1340	1828	1732	1828	757	1266	1744
RHAL1_01710	RHAL1_chromosome	1736518	1737105	-	588	1467	472	745	3051	889	694	1120	1305	1156	948	1019	949	1190	1571	592	2138	700	692	641	441	567	558	919	1022	848	649	739	1132
RHAL1_01711	RHAL1_chromosome	1737105	1737896	-	792	1967	644	918	2372	1279	1004	1778	1370	1565	1306	1511	1120	1712	2787	1053	3769	1069	1009	1043	580	823	797	1624	1483	1311	695	919	1238
RHAL1_01712	RHAL1_chromosome	1737951	1738199	-	249	2095	866	1003	2370	1329	1345	2113	1193	1338	1449	1563	1177	1951	3610	1604	5306	1371	1342	1294	627	1074	789	2150	2515	1581	978	1180	1740
RHAL1_01713	RHAL1_chromosome	1738390	1738707	+	318	3932	3761	5178	2683	3487	3099	4655	4865	5773	5117	4975	4302	3944	2249	963	3688	6603	5897	5928	2430	4560	3791	1795	1315	1682	1568	2234	2923
RHAL1_01714	RHAL1_chromosome	1738908	1740797	-	1890	18788	15927	19966	16827	10596	9967	14853	12155	11423	10505	14260	11620	9881	10297	4127	13123	18722	16698	16257	6056	9846	8846	7087	6447	5971	5871	8313	11378
RHAL1_01715	RHAL1_chromosome	1740804	1741163	-	360	11402	11404	14538	13375	8119	6669	11672	9502	11084	12034	11679	9553	9511	5910	2317	10982	16396	15024	14689	5595	9743	7711	3944	3912	3813	4650	7618	10093
RHAL1_01716	RHAL1_chromosome	1741288	1742490	+	1203	867	341	496	277	458	393	611	1062	980	811	924	667	850	776	360	1044	929	686	694	539	717	781	639	502	503	306	429	553
RHAL1_01717	RHAL1_chromosome	1742494	1742907	-	414	669	372	446	516	253	233	457	455	439	373	660	485	460	774	293	879	669	536	502	238	469	473	428	463	451	464	488	776
RHAL1_01718	RHAL1_chromosome	1742919	1743167	-	249	1959	1266	1840	997	1038	1019	1583	2270	2052	1886	2841	2340	1605	2476	1022	3541	3301	3192	3184	1154	1717	1930	1607	1551	1303	1318	1424	2006
RHAL1_01719	RHAL1_chromosome	1743295	1745070	+	1776	6340	2354	4343	3129	3383	3215	5238	6073	6522	5105	7725	5889	6120	15037	5260	19659	5031	4600	4735	3817	5309	4620	11937	13921	11115	3941	5447	7535
RHAL1_01720	RHAL1_chromosome	1745179	1746744	+	1566	6346	1729	3464	6262	5704	6314	8979	7076	8433	7306	12124	8183	9536	26692	9575	33262	3655	3699	3719	7146	8855	5535	24166	25619	17338	3523	5372	7486
RHAL1_01721	RHAL1_chromosome	1746779	1747804	+	1026	1659	561	839	1945	1308	1167	1694	1682	1730	1663	2581	1896	2001	3582	1365	4552	949	915	1046	1299	1623	1278	3745	3114	2205	637	889	1246
RHAL1_01722	RHAL1_chromosome	1747850	1748665	+	816	4157	1387	1807	3091	2715	2055	3580	2556	2443	2021	2827	2296	2947	3174	1237	4391	2271	2316	2414	1267	1890	1652	2355	2149	1908	1070	1584	2431
RHAL1_01723	RHAL1_chromosome	1748665	1749429	+	765	1719	548	688	2116	978	1027	1637	1212	1353	1287	1431	1141	1384	1771	808	2469	1116	905	1072	605	927	790	1283	1225	1110	812	920	1576
RHAL1_01724	RHAL1_chromosome	1749564	1749833	+	270	29294	31038	32465	18127	13833	12789	18947	31511	32852	29689	38703	31769	21738	20890	8036	29184	44198	37247	38537	18938	29295	27208	17759	16664	15311	15943	23527	32010
RHAL1_01725	RHAL1_chromosome	1749888	1750340	+	453	7477	7520	9148	5503	5542	5292	7924	6191	7856	6902	8540	6562	6304	6025	2551	7840	8614	7080	6524	4443	6954	5346	4448	4595	4216	5015	5929	8815
RHAL1_01726	RHAL1_chromosome	1750393	1751178	+	786	7221	7797	9802	8846	3016	3084	4711	3013	3546	3817	4139	3963	3416	3785	1472	5018	4287	3870	3736	1727	2493	2376	2638	2818	2589	3475	5423	7129
RHAL1_01727	RHAL1_chromosome	1751458	1751886	+	429	447	266	321	482	266	252	375	199	218	166	306	230	239	339	117	425	285	243	347	123	221	218	197	235	148	213	338	399
RHAL1_01728	RHAL1_chromosome	1752140	1752601	-	462	639	325	373	355	434	309	506	572	435	419	659	488	467	961	362	1198	806	879	896	320	494	510	600	632	629	534	675	1035
RHAL1_01729	RHAL1_chromosome	1752693	1753706	-	1014	180	74	162	125	97	81	107	141	120	96	227	126	63	122	31	179	223	196	139	74	136	194	132	88	89	57	106	125
RHAL1_01730	RHAL1_chromosome	1753800	1754690	+	891	568	409	468	551	417	441	579	621	469	540	766	660	496	570	226	830	1022	858	907	486	566	657	583	544	464	262	349	464
RHAL1_01731	RHAL1_chromosome	1754734	1755111	-	378	633	296	358	1146	449	485	679	442	451	317	639	601	500	629	260	811	509	504	478	258	521	425	615	604	487	230	397	655
RHAL1_01732	RHAL1_chromosome	1755108	1755365	-	258	2931	1551	2461	5422	1818	2012	2917	2516	2480	1912	3271	2982	2443	3305	1148	3878	2518	2469	2664	1602	2410	2382	2781	3110	2791	1402	2168	3630
RHAL1_01733	RHAL1_chromosome	1755499	1756347	+	849	1149	366	635	444	627	548	965	662	594	489	994	763	706	1657	592	1737	1005	803	650	451	609	594	972	1199	884	579	853	1417
RHAL1_01734	RHAL1_chromosome	1756344	1756802	+	459	2533	1647	2130	894	1218	1046	1813	2262	2039	1795	2781	2157	2223	3058	1240	4084	3374	3089	2989	1580	2249	2363	2132	2232	1916	1195	1706	2520
RHAL1_01735	RHAL1_chromosome	1756826	1757041	+	216	1236	499	692	912	404	482	793	996	1021	813	1159	874	853	1750	599	1952	762	786	745	480	682	603	1057	1347	1331	514	1054	1477
RHAL1_01736	RHAL1_chromosome	1757041	1757319	+	279	1016	359	584	873	407	395	591	560	545	463	637	612	489	1162	441	1235	522	527	542	335	428	473	672	883	890	698	1169	1559
RHAL1_01737	RHAL1_chromosome	1757343	1758125	+	783	2309	696	1010	1405	1127	1137	1674	1377	1204	1146	1644	1278	1602	3046	1163	3520	1347	1242	1438	823	1016	1006	2065	2244	1874	959	1650	2579
RHAL1_01738	RHAL1_chromosome	1758103	1758816	+	714	499	126	162	169	241	285	441	217	226	233	401	367	353	465	216	534	319	272	315	166	270	179	421	300	220	117	158	186
RHAL1_01739	RHAL1_chromosome	1758933	1759166	+	234	5536	7140	8772	1629	1303	928	1439	1838	1235	1406	1700	1263	894	438	149	620	5527	4702	6049	779	1368	1365	275	251	277	427	487	734
RHAL1_01740	RHAL1_chromosome	1759206	1761155	-	1950	13233	12438	14132	8099	6789	5232	7735	12968	8908	7494	11063	9969	6356	6728	2678	8831	18204	15953	15877	5183	8686	7867	4926	4745	4490	5495	7959	10398
RHAL1_01741	RHAL1_chromosome	1761224	1761325	-	102	342	162	219	439	166	148	293	200	187	158	216	201	108	516	166	481	253	231	201	109	173	153	290	368	388	569	750	1056
RHAL1_01742	RHAL1_chromosome	1761512	1761772	+	261	1771	1519	2172	2968	924	811	1212	1920	2109	1656	1882	1785	1401	2373	865	2661	1798	1729	1784	794	1219	1205	1206	1447	1324	1510	2534	3568
RHAL1_01743	RHAL1_chromosome	1761916	1765113	-	3198	13296	6462	8357	15657	9268	8714	12083	8170	7476	6901	8542	7601	8675	12092	4776	15750	7302	7511	7698	3106	5273	4856	7661	7381	7015	7399	10578	14489
RHAL1_01744	RHAL1_chromosome	1765707	1767008	+	1302	2875	639	986	2852	1832	1244	2288	1686	1653	1832	1815	1379	2673	3819	1281	5004	1457	1361	1595	700	1148	1092	2210	2208	1942	1319	1562	2568
RHAL1_01745	RHAL1_chromosome	1767175	1769580	+	2406	27912	8602	19563	20858	19691	24083	29362	31303	41067	34551	60598	43192	41600	105390	35129	118627	17143	17145	16377	36710	45113	32010	88182	92230	66213	14946	24621	33907
RHAL1_01746	RHAL1_chromosome	1769692	1770087	+	396	2406	726	1298	2976	1547	1526	2439	2055	1742	1755	3150	2304	1936	3622	1443	5044	1295	1364	1689	1300	1705	1568	3032	3794	2548	1282	1940	2837
RHAL1_01747	RHAL1_chromosome	1770127	1771086	-	960	1664	573	756	708	808	740	1152	1231	981	1026	1724	1145	828	1625	592	2308	1416	1304	1293	794	1079	1023	1415	1184	1019	884	843	1192
RHAL1_01748	RHAL1_chromosome	1771228	1772406	+	1179	4376	2986	5168	8341	2315	2096	3391	4943	5646	4826	5738	4857	3255	3649	1206	4870	4275	3911	3921	2606	3182	3646	2331	2790	2811	2697	3909	5721
RHAL1_01749	RHAL1_chromosome	1772416	1773633	+	1218	5740	2932	3870	5467	2959	3153	4373	5201	4563	3871	5257	4392	4376	6967	2506	8186	4453	4502	4449	2326	3702	3586	4271	5008	3989	2809	4136	6015
RHAL1_01750	RHAL1_chromosome	1774560	1775528	+	969	6521	3948	5351	3674	4044	3501	4664	4939	4474	3959	5261	4464	4669	8049	3063	9216	5597	4939	5027	2529	3551	3711	4816	5003	4940	3236	4929	7147
RHAL1_01751	RHAL1_chromosome	1775558	1776448	+	891	1612	827	960	965	946	860	1161	1255	1241	1103	1393	1108	1323	1747	715	2090	1200	1105	1160	515	838	682	1219	1230	1001	500	820	1126
RHAL1_01752	RHAL1_chromosome	1776461	1776841	-	381	3989	1549	2296	2890	2200	2175	3567	3898	3346	2833	4677	3720	3265	8794	3546	11830	4762	4303	4255	2102	2935	2951	5828	7097	6634	4616	5970	8795
RHAL1_01753	RHAL1_chromosome	1776971	1777339	-	369	259	84	175	156	217	207	262	315	231	274	349	239	226	538	269	795	461	346	367	220	273	357	466	447	412	275	251	369
RHAL1_01754	RHAL1_chromosome	1777424	1778743	+	1320	1890	582	761	2820	868	732	1294	652	505	524	800	630	572	1124	438	1337	764	768	852	328	502	568	644	751	734	1087	1430	2040
RHAL1_01755	RHAL1_chromosome	1778750	1780036	-	1287	2453	921	1308	3510	1190	800	1621	838	851	814	1047	851	1186	1722	656	2232	1071	1074	1035	538	809	734	989	1127	994	1530	1906	3056
RHAL1_01756	RHAL1_chromosome	1780104	1781240	-	1137	2253	735	1028	6246	1154	858	1732	732	627	538	920	800	839	1528	617	2057	693	692	793	368	629	484	713	980	856	1475	1909	2820
RHAL1_01757	RHAL1_chromosome	1781441	1782979	-	1539	11383	2872	3188	26403	5916	3897	8754	2417	2194	2317	3295	2925	3176	6160	2668	8424	2263	2992	3426	1140	1727	1474	2809	3378	3317	5644	9478	14928
RHAL1_01758	RHAL1_chromosome	1783002	1784213	-	1212	5497	1926	2602	6179	3200	2373	5057	3258	2827	2379	3754	3177	2207	3703	1567	5307	3701	3348	3443	1949	2802	2552	2154	2230	1994	3250	4139	5435
RHAL1_01759	RHAL1_chromosome	1784238	1784792	-	555	605	283	456	865	347	316	452	664	589	505	665	636	387	723	285	1016	734	687	697	417	600	535	522	512	417	586	743	1087
RHAL1_01760	RHAL1_chromosome	1784963	1787374	+	2412	5439	1559	2039	6882	3873	2694	5191	2580	2388	2255	3542	2977	2490	5855	2430	8382	3367	3187	3458	1802	2604	2463	4148	4060	3750	3114	3859	5428
RHAL1_01761	RHAL1_chromosome	1787428	1788180	+	753	1343	446	532	829	810	844	1064	829	596	639	1052	722	1109	2359	944	2569	1153	1040	911	682	1034	1007	1664	1878	1774	791	1190	1859
RHAL1_01762	RHAL1_chromosome	1788228	1788704	+	477	960	371	428	477	659	674	824	712	500	492	903	737	698	1052	453	1440	1047	923	972	549	801	691	910	895	706	428	618	804
RHAL1_01763	RHAL1_chromosome	1788706	1791150	-	2445	1391	428	563	520	744	678	1083	966	807	907	1366	1031	978	1786	699	2341	1036	919	988	499	914	844	1291	1178	1080	561	750	948
RHAL1_01764	RHAL1_chromosome	1791281	1791862	-	582	1479	691	1259	1719	990	1099	1513	1348	1314	1266	1426	1490	1256	3242	1388	3273	1220	1185	1212	962	1415	1258	1749	2198	2286	1719	3000	4028
RHAL1_01765	RHAL1_chromosome	1791908	1792330	-	423	3090	1525	2139	3844	1833	1844	2489	2764	2851	2609	3395	2974	2561	5883	2032	6831	2973	2841	2820	2644	2921	2868	3898	4538	4304	2815	5022	7263
RHAL1_01766	RHAL1_chromosome	1792376	1793395	-	1020	5323	1613	2120	3295	3546	3239	4576	3993	3702	2997	4956	3865	4116	10384	3881	11655	4130	4368	3866	2625	4094	3592	7257	7911	6421	3142	5579	8266
RHAL1_01768	RHAL1_chromosome	1793624	1794298	-	675	2717	988	2024	1637	1595	1603	2315	4581	4308	4868	5956	4788	3125	7335	2859	11091	6810	5104	4588	4306	4452	5116	5747	5068	4601	1674	1989	2791
RHAL1_01769	RHAL1_chromosome	1794448	1794849	+	402	1700	501	755	310	1123	1238	1558	1239	1163	1497	2369	1617	1977	4684	1852	5256	1137	1010	1112	1423	2253	1345	4080	4247	3031	829	992	1384
RHAL1_01770	RHAL1_chromosome	1794965	1795666	+	702	1883	789	1203	852	1088	1279	1790	1773	1747	1519	2444	1938	1950	3885	1532	4771	2056	1829	1755	1435	1986	1602	2979	2709	2186	1039	1376	1862
RHAL1_01771	RHAL1_chromosome	1795666	1796280	+	615	2322	1115	1698	1458	1088	1106	1540	1995	1951	2049	2627	2283	1809	3988	1547	4631	2147	2197	1936	1629	1988	2011	2546	3178	2963	1845	2905	3689
RHAL1_01772	RHAL1_chromosome	1796277	1797698	+	1422	7027	2301	3477	4110	4001	4064	6190	6598	6170	5186	7676	5948	6486	11614	4434	14681	5272	5157	4601	3602	5839	5118	9280	8786	7924	3717	4703	6744
RHAL1_01773	RHAL1_chromosome	1797712	1798998	+	1287	2548	1234	1477	672	897	1035	1374	1369	1051	1042	1750	1407	1418	1801	716	2510	2213	2121	2181	823	1088	1152	1562	1425	1136	596	686	973
RHAL1_01774	RHAL1_chromosome	1798983	1799678	-	696	8667	7456	8196	1843	2505	1898	2886	3853	3161	2986	4021	3540	2126	1835	681	1979	8445	8025	8666	2130	3267	3507	1809	1648	1589	1219	1787	2936
RHAL1_01775	RHAL1_chromosome	1799842	1800414	+	573	24966	23672	35772	8965	12558	9726	14648	21332	20086	19301	25636	21286	12708	7775	3097	12477	33903	29881	27789	11507	19538	18369	6712	5705	5906	5296	7376	10804
RHAL1_01776	RHAL1_chromosome	1800515	1800982	+	468	28424	27823	24692	11684	16272	13492	20760	28548	29875	31883	43005	30598	26641	15895	7422	27304	55868	47650	47914	15029	26292	24253	15374	11287	10671	10461	14373	20274
RHAL1_01777	RHAL1_chromosome	1801001	1801303	-	303	14218	7221	8706	6955	7190	5902	9724	7770	7549	6265	10123	8332	5182	4518	1747	6103	10265	8266	8477	3599	5004	5461	3062	2617	2627	3830	5858	7845
RHAL1_01778	RHAL1_chromosome	1801442	1802311	+	870	2554	2129	2403	2330	1681	1580	1974	1138	975	893	1500	1363	873	1010	461	1351	1814	1510	1452	719	1131	967	801	794	865	936	1389	1770
RHAL1_01779	RHAL1_chromosome	1802319	1803017	-	699	3194	1665	2608	2984	2426	2191	3418	3059	2517	2543	3281	2490	2577	3166	1131	4040	3638	3481	2911	1517	2976	2648	1807	2145	1729	1529	2284	3156
RHAL1_01780	RHAL1_chromosome	1803080	1804132	+	1053	1862	680	1027	753	979	952	1347	1242	1112	970	1471	1184	1302	2800	1010	2765	2044	1897	1770	980	1648	1394	1772	1935	1692	781	1197	1770
RHAL1_01781	RHAL1_chromosome	1804373	1805236	+	864	7285	2158	1889	3896	3545	2443	3029	5540	2933	2818	4791	4171	4767	1896	606	3887	8462	8149	8774	2619	5091	4591	1447	1184	1354	571	628	850
RHAL1_01782	RHAL1_chromosome	1805233	1806417	+	1185	14242	7978	6213	14676	6297	5562	6987	15383	12266	8120	12343	9130	6727	4332	1892	5806	24072	26559	27066	4922	10068	10209	3290	2873	2923	1589	2449	3383
RHAL1_01783	RHAL1_chromosome	1806443	1807930	+	1488	7591	4483	3875	21161	8527	9453	14748	4266	4150	3012	4006	3231	2737	2748	1160	3509	11329	11471	10314	1376	3151	3115	1983	1760	1764	917	1166	1706
RHAL1_01784	RHAL1_chromosome	1808121	1808852	+	732	5983	2945	3504	9244	4096	3628	6007	4971	6975	5574	4083	3573	7267	14395	5528	16320	4541	4474	4799	2296	4058	3511	6571	7413	6947	3140	5148	7080
RHAL1_01785	RHAL1_chromosome	1808866	1810371	-	1506	3729	2083	3224	1638	1744	1817	2825	4663	4691	4030	4950	4195	4081	5154	1973	7486	6042	5338	5098	2330	3954	4129	3633	3264	3417	1794	2184	3385
RHAL1_01786	RHAL1_chromosome	1810371	1812281	-	1911	5905	2473	3867	2979	3324	3067	5049	3425	3323	3041	4505	3360	4298	11190	4560	11571	4028	3762	3634	2305	3456	3285	6467	7500	6444	4254	6629	9615
RHAL1_01788	RHAL1_chromosome	1812886	1813377	+	492	21149	17786	19308	19878	8937	8719	14947	18471	21361	21887	27428	20792	17041	25893	10550	30141	22038	17734	17664	10667	16172	13614	16357	15163	14362	11466	18713	28702
RHAL1_01789	RHAL1_chromosome	1813449	1814372	-	924	1137	641	538	879	503	463	498	695	459	437	946	712	646	465	172	824	1495	1328	1415	421	703	616	315	410	240	168	284	284
RHAL1_01790	RHAL1_chromosome	1814481	1815950	+	1470	4073	1532	2281	3483	5007	5751	5689	2980	2723	2334	4166	3507	1958	5210	2001	5911	3262	2918	2678	2193	2912	2736	3615	3537	3960	2188	3644	5134
RHAL1_01791	RHAL1_chromosome	1816034	1816315	-	282	209	93	154	69	77	139	180	134	121	115	178	179	177	208	85	351	313	208	168	115	203	175	255	272	190	67	126	137
RHAL1_01792	RHAL1_chromosome	1816362	1816721	-	360	580	378	458	262	236	289	360	635	576	501	583	558	501	770	282	908	699	563	567	337	459	474	528	525	676	420	438	584
RHAL1_01793	RHAL1_chromosome	1816877	1817089	+	213	516	225	376	313	283	333	496	494	499	392	494	424	471	586	199	837	425	451	454	222	339	341	394	314	302	335	380	564
RHAL1_01794	RHAL1_chromosome	1817310	1818608	+	1299	39021	23845	31557	32085	28131	25837	39915	43804	49340	40251	45332	37668	27797	48789	20165	58987	46658	41978	36816	24421	35549	35637	33769	30326	30856	27666	42819	65926
RHAL1_01795	RHAL1_chromosome	1818618	1819115	+	498	2854	1270	1654	2256	2118	2009	2780	2688	2640	2090	2948	2541	2121	4448	1877	5491	2514	2193	2095	1621	2308	2125	3152	3218	2948	1966	2950	4551
RHAL1_01796	RHAL1_chromosome	1819136	1820209	+	1074	747	307	399	652	491	452	719	476	398	439	457	443	452	602	320	1002	565	445	421	250	402	370	430	465	357	342	341	531
RHAL1_01797	RHAL1_chromosome	1820209	1820811	+	603	1801	1223	1577	1279	1123	926	1540	1931	1734	1485	2078	1514	1267	1209	405	1522	1887	1526	1436	856	1186	1317	814	854	665	745	856	1372
RHAL1_01798	RHAL1_chromosome	1820813	1821181	-	369	4376	5793	6368	4970	2228	1825	3147	4772	4532	3585	4516	3896	2797	2158	850	2904	6416	5553	5599	1653	2989	3058	1407	1430	1292	1982	2954	4011
RHAL1_01799	RHAL1_chromosome	1821184	1821816	-	633	6377	7019	7170	3624	3542	2934	4834	7113	6633	4935	6990	5894	4301	3585	1420	5133	11685	9785	9860	3050	5505	4859	3242	2388	2610	2306	2945	4150
RHAL1_01800	RHAL1_chromosome	1821930	1822253	+	324	1289	469	629	737	605	717	1134	915	879	600	1040	865	889	2511	901	2517	851	919	920	517	783	771	1396	1503	1581	932	1637	2000
RHAL1_01802	RHAL1_chromosome	1822472	1823044	+	573	4194	1959	3605	2569	1889	1737	2466	2397	2143	1866	3008	2452	2187	4336	1876	4499	3729	3568	3489	1465	2359	2451	2765	3048	2571	1830	2716	4409
RHAL1_01803	RHAL1_chromosome	1823089	1823601	+	513	1308	591	785	862	680	765	1053	716	692	621	973	724	870	1572	620	1995	920	804	1038	490	729	559	1132	1301	1030	671	830	1355
